numero finess etablissement juridique,numero finess etablissement,libelle description equipement sociaux,libta_equipement,rsej,activite,libelle activite,forme,libelle forme,nofinessej_1,raison_sociale,rslongue,code commune,departement,libelle departement,categetab,categorie,latitude,longitude,type d etablissements,code_insee
340010180,340010206,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340010180,EHPAD LE COULAZOU,EHPAD LE COULAZOU,095,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.54979804254774,3.7830233383912093,Personnes âgées,34095
340000587,340781483,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,340000587,EHPAD LE FOYER DU ROMARIN,EHPAD LE FOYER DU ROMARIN CLAPIERS,077,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.65821327334909,3.882474444013909,Personnes âgées,34077
340000587,340781483,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340000587,EHPAD LE FOYER DU ROMARIN,EHPAD LE FOYER DU ROMARIN CLAPIERS,077,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.65821327334909,3.882474444013909,Personnes âgées,34077
340000587,340781483,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340000587,EHPAD LE FOYER DU ROMARIN,EHPAD LE FOYER DU ROMARIN CLAPIERS,077,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.65821327334909,3.882474444013909,Personnes âgées,34077
340000587,340781483,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,340000587,EHPAD LE FOYER DU ROMARIN,EHPAD LE FOYER DU ROMARIN CLAPIERS,077,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.65821327334909,3.882474444013909,Personnes âgées,34077
340016815,340021252,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340016815,EHPAD LE GRAND CHAI,EHPAD LE GRAND CHAI DOMUSVI,024,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.45861215450012,3.6855498861540767,Personnes âgées,34024
340016815,340021252,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340016815,EHPAD LE GRAND CHAI,EHPAD LE GRAND CHAI DOMUSVI,024,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.45861215450012,3.6855498861540767,Personnes âgées,34024
340000520,340781418,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,340000520,EHPAD LE JARDIN DES AINES,EHPAD PUBLIC LE JARDIN DES AINES,111,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.94231788826984,3.7132875886943606,Personnes âgées,34111
340000520,340781418,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340000520,EHPAD LE JARDIN DES AINES,EHPAD PUBLIC LE JARDIN DES AINES,111,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.94231788826984,3.7132875886943606,Personnes âgées,34111
340000520,340781418,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340000520,EHPAD LE JARDIN DES AINES,EHPAD PUBLIC LE JARDIN DES AINES,111,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.94231788826984,3.7132875886943606,Personnes âgées,34111
340000520,340781418,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,340000520,EHPAD LE JARDIN DES AINES,EHPAD PUBLIC LE JARDIN DES AINES,111,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.94231788826984,3.7132875886943606,Personnes âgées,34111
340785856,340017367,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340785856,EHPAD LE LOGIS DE HAUTE ROCHE,EHPAD LE LOGIS DE HAUTE ROCHE,033,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.75416672975767,4.079561702812225,Personnes âgées,34033
340785856,340017367,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340785856,EHPAD LE LOGIS DE HAUTE ROCHE,EHPAD LE LOGIS DE HAUTE ROCHE,033,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.75416672975767,4.079561702812225,Personnes âgées,34033
340785856,340017367,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,340785856,EHPAD LE LOGIS DE HAUTE ROCHE,EHPAD LE LOGIS DE HAUTE ROCHE,033,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.75416672975767,4.079561702812225,Personnes âgées,34033
340000827,340783976,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340000827,EHPAD LE MANOIR,EHPAD MR LE MANOIR,298,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.2917387892839,3.2643144538126254,Personnes âgées,34298
340000827,340783976,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340000827,EHPAD LE MANOIR,EHPAD MR LE MANOIR,298,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.2917387892839,3.2643144538126254,Personnes âgées,34298
340017417,340017425,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,340017417,EHPAD LE MAS DE MARGUERITE,EHPAD LE MAS DE MARGUERITE,327,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.6554462109393,3.966015587053661,Personnes âgées,34327
340017417,340017425,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,340017417,EHPAD LE MAS DE MARGUERITE,EHPAD LE MAS DE MARGUERITE,327,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.6554462109393,3.966015587053661,Personnes âgées,34327
340017417,340017425,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340017417,EHPAD LE MAS DE MARGUERITE,EHPAD LE MAS DE MARGUERITE,327,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.6554462109393,3.966015587053661,Personnes âgées,34327
340017417,340017425,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340017417,EHPAD LE MAS DE MARGUERITE,EHPAD LE MAS DE MARGUERITE,327,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.6554462109393,3.966015587053661,Personnes âgées,34327
340001791,340789221,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,340001791,EHPAD LE MINERVOIS,EHPAD LE MINERVOIS,189,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.28114335359761,2.7279131160562855,Personnes âgées,34189
340001791,340789221,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,340001791,EHPAD LE MINERVOIS,EHPAD LE MINERVOIS,189,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.28114335359761,2.7279131160562855,Personnes âgées,34189
340001791,340789221,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340001791,EHPAD LE MINERVOIS,EHPAD LE MINERVOIS,189,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.28114335359761,2.7279131160562855,Personnes âgées,34189
340011105,340784453,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,340011105,EHPAD LE VAL FLEURI,EHPAD LE VAL FLEURI,126,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.59625721877681,3.084665464238568,Personnes âgées,34126
340011105,340784453,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340011105,EHPAD LE VAL FLEURI,EHPAD LE VAL FLEURI,126,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.59625721877681,3.084665464238568,Personnes âgées,34126
340786953,340783810,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340786953,EHPAD LEON RONZIER JOLY,EHPAD RESIDENCE LEON RONZIER JOLY,079,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.624514345711916,3.438690150223053,Personnes âgées,34079
340786953,340783810,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,340786953,EHPAD LEON RONZIER JOLY,EHPAD RESIDENCE LEON RONZIER JOLY,079,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.624514345711916,3.438690150223053,Personnes âgées,34079
340018183,340783901,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,340018183,EHPAD LES ACACIAS,EHPAD LES ACACIAS,147,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.46909908131918,3.2248853059411906,Personnes âgées,34147
340018183,340783901,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,340018183,EHPAD LES ACACIAS,EHPAD LES ACACIAS,147,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.46909908131918,3.2248853059411906,Personnes âgées,34147
340018183,340783901,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340018183,EHPAD LES ACACIAS,EHPAD LES ACACIAS,147,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.46909908131918,3.2248853059411906,Personnes âgées,34147
340014133,340014141,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340014133,EHPAD LES AIGUEILLERES,EHPAD RESIDENCE LES AIGUEILLERES,169,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.66541992340267,3.8557099532112917,Personnes âgées,34169
750721334,340784768,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,750721334,EHPAD LES AIGUERELLES,EHPAD LES AIGUERELLES,154,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.61502540861655,4.004754480177085,Personnes âgées,34154
750721334,340784768,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,750721334,EHPAD LES AIGUERELLES,EHPAD LES AIGUERELLES,154,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.61502540861655,4.004754480177085,Personnes âgées,34154
750721334,340784768,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,750721334,EHPAD LES AIGUERELLES,EHPAD LES AIGUERELLES,154,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.61502540861655,4.004754480177085,Personnes âgées,34154
340788330,340787910,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,340788330,EHPAD LES AMANDIERS,EHPAD LES AMANDIERS,182,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.422347068504365,3.4061475621987416,Personnes âgées,34182
340788330,340787910,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340788330,EHPAD LES AMANDIERS,EHPAD LES AMANDIERS,182,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.422347068504365,3.4061475621987416,Personnes âgées,34182
920030186,340014240,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,920030186,EHPAD LES ASTERIES,EHPAD LES ASTERIES,301,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.41029528260852,3.672174784955065,Personnes âgées,34301
920030186,340014240,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,920030186,EHPAD LES ASTERIES,EHPAD LES ASTERIES,301,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.41029528260852,3.672174784955065,Personnes âgées,34301
340785898,340784222,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340785898,EHPAD LES AUBES,EHPAD RESIDENCE FOYER LES AUBES,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.618502310777096,3.8950147368833923,Personnes âgées,34172
340785898,340784222,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,340785898,EHPAD LES AUBES,EHPAD RESIDENCE FOYER LES AUBES,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.618502310777096,3.8950147368833923,Personnes âgées,34172
340785898,340784222,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340785898,EHPAD LES AUBES,EHPAD RESIDENCE FOYER LES AUBES,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.618502310777096,3.8950147368833923,Personnes âgées,34172
340785880,340017763,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340785880,EHPAD LES CASCADES,EHPAD LES CASCADES,032,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.33235606695962,3.2505566105726564,Personnes âgées,34032
340023209,340783943,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,340023209,EHPAD LES COULEURS DU TEMPS,EHPAD LES COULEURS DU TEMPS,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.58230784222078,3.8572015110881983,Personnes âgées,34172
340023209,340783943,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340023209,EHPAD LES COULEURS DU TEMPS,EHPAD LES COULEURS DU TEMPS,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.58230784222078,3.8572015110881983,Personnes âgées,34172
340023209,340783943,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340023209,EHPAD LES COULEURS DU TEMPS,EHPAD LES COULEURS DU TEMPS,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.58230784222078,3.8572015110881983,Personnes âgées,34172
340023209,340783943,Accueil temporaire pour Personnes Âgées,Accueil de Jour,,,,,,340023209,EHPAD LES COULEURS DU TEMPS,EHPAD LES COULEURS DU TEMPS,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.58230784222078,3.8572015110881983,Personnes âgées,34172
340023209,340783943,Unités d'hébergement renforcées,Hébergement Complet Internat,,,,,,340023209,EHPAD LES COULEURS DU TEMPS,EHPAD LES COULEURS DU TEMPS,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.58230784222078,3.8572015110881983,Personnes âgées,34172
690802715,340796317,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,690802715,EHPAD LES COURALIES,EHPAD LES COURALIES MONTPELLIER,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.62216101768212,3.881695604484914,Personnes âgées,34172
690802715,340796317,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,690802715,EHPAD LES COURALIES,EHPAD LES COURALIES MONTPELLIER,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.62216101768212,3.881695604484914,Personnes âgées,34172
340000751,340783885,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340000751,EHPAD LES DOMINICAINES,EHPAD MR LES DOMINICAINES,111,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.940455449437756,3.714442582255517,Personnes âgées,34111
340001841,340789718,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340001841,EHPAD LES FEUILLANTINES,EHPAD LES FEUILLANTINES,032,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.34443580791639,3.2513548613039185,Personnes âgées,34032
340001841,340789718,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,340001841,EHPAD LES FEUILLANTINES,EHPAD LES FEUILLANTINES,032,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.34443580791639,3.2513548613039185,Personnes âgées,34032
340021245,340790211,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340021245,EHPAD LES FLOREALES,EHPAD LES FLOREALES,203,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.40428544097441,3.4979944583549414,Personnes âgées,34203
340021245,340790211,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,340021245,EHPAD LES FLOREALES,EHPAD LES FLOREALES,203,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.40428544097441,3.4979944583549414,Personnes âgées,34203
340021245,340790211,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340021245,EHPAD LES FLOREALES,EHPAD LES FLOREALES,203,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.40428544097441,3.4979944583549414,Personnes âgées,34203
340000728,340783844,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340000728,EHPAD LES FRERES,EHPAD LES FRERES DE FONSERANES,032,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.33144785899967,3.198838990194725,Personnes âgées,34032
750721334,340784628,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,750721334,EHPAD LES GARRIGUES,EHPAD LES GARRIGUES,088,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.56269007336585,3.707792711170892,Personnes âgées,34088
750721334,340784628,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,750721334,EHPAD LES GARRIGUES,EHPAD LES GARRIGUES,088,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.56269007336585,3.707792711170892,Personnes âgées,34088
750721334,340784628,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,750721334,EHPAD LES GARRIGUES,EHPAD LES GARRIGUES,088,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.56269007336585,3.707792711170892,Personnes âgées,34088
750721334,340784628,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,750721334,EHPAD LES GARRIGUES,EHPAD LES GARRIGUES,088,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.56269007336585,3.707792711170892,Personnes âgées,34088
340010156,340787894,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,340010156,EHPAD LES GLYCINES,EHPAD LES GLYCINES,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.601029876072246,3.8780909330274613,Personnes âgées,34172
340010156,340787894,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340010156,EHPAD LES GLYCINES,EHPAD LES GLYCINES,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.601029876072246,3.8780909330274613,Personnes âgées,34172
340010156,340787894,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,340010156,EHPAD LES GLYCINES,EHPAD LES GLYCINES,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.601029876072246,3.8780909330274613,Personnes âgées,34172
340016682,340016690,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340016682,EHPAD LES JARDINS D'ADOYRA,EHPAD LES JARDINS D'ADOYRA,089,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.37353615970925,3.0117650108662493,Personnes âgées,34089
340016682,340016690,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340016682,EHPAD LES JARDINS D'ADOYRA,EHPAD LES JARDINS D'ADOYRA,089,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.37353615970925,3.0117650108662493,Personnes âgées,34089
340016682,340016690,Accueil temporaire pour Personnes Âgées,Accueil de Jour,,,,,,340016682,EHPAD LES JARDINS D'ADOYRA,EHPAD LES JARDINS D'ADOYRA,089,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.37353615970925,3.0117650108662493,Personnes âgées,34089
340016682,340016690,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,340016682,EHPAD LES JARDINS D'ADOYRA,EHPAD LES JARDINS D'ADOYRA,089,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.37353615970925,3.0117650108662493,Personnes âgées,34089
340018142,340018159,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340018142,EHPAD LES JARDINS D'ANIANE,EHPAD LES JARDINS D'ANIANE,010,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.68447019277981,3.5904179240360055,Personnes âgées,34010
340018142,340018159,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340018142,EHPAD LES JARDINS D'ANIANE,EHPAD LES JARDINS D'ANIANE,010,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.68447019277981,3.5904179240360055,Personnes âgées,34010
340019751,340019769,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340019751,EHPAD LES JARDINS D'EULALIE,EHPAD LES JARDINS D'EULALIE MONTBLANC,166,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.395200011145334,3.3744619643680283,Personnes âgées,34166
840019210,340014703,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,840019210,EHPAD LES JARDINS DE BADONES,EHPAD LES JARDINS DE BADONES,032,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.34984155656642,3.2332634978052015,Personnes âgées,34032
840019210,340014703,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,840019210,EHPAD LES JARDINS DE BADONES,EHPAD LES JARDINS DE BADONES,032,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.34984155656642,3.2332634978052015,Personnes âgées,34032
840019210,340014703,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,840019210,EHPAD LES JARDINS DE BADONES,EHPAD LES JARDINS DE BADONES,032,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.34984155656642,3.2332634978052015,Personnes âgées,34032
340018001,340018019,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340018001,EHPAD LES JARDINS DE BRESCOU,EHPAD LES JARDINS DE BRESCOU AGDE,003,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.304293744702655,3.4936056590579345,Personnes âgées,34003
340018001,340018019,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340018001,EHPAD LES JARDINS DE BRESCOU,EHPAD LES JARDINS DE BRESCOU AGDE,003,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.304293744702655,3.4936056590579345,Personnes âgées,34003
340001809,340789239,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340001809,EHPAD LES JARDINS DE FLORE,EHPAD RESIDENCE LES JARDINS DE FLORE,037,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.3657413796861,3.2489607209267377,Personnes âgées,34037
340021328,340017516,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340021328,EHPAD LES JARDINS DE LA FONTAINE,EHPAD LES JARDINS DE LA FONTAINE,179,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.60703385219227,3.7356554136217084,Personnes âgées,34179
340788553,340789262,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340788553,EHPAD LES JARDINS DE MIREVAL,EHPAD LES JARDINS DE MIREVAL (EX LE VALMI),159,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.50911384534022,3.7994964596969596,Personnes âgées,34159
340011451,340011477,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340011451,EHPAD LES JARDINS DES TUILERIES,EHPAD LES JARDINS DES TUILERIES,031,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.36272297986224,3.427037439012864,Personnes âgées,34031
340011451,340011477,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340011451,EHPAD LES JARDINS DES TUILERIES,EHPAD LES JARDINS DES TUILERIES,031,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.36272297986224,3.427037439012864,Personnes âgées,34031
340011451,340011477,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,340011451,EHPAD LES JARDINS DES TUILERIES,EHPAD LES JARDINS DES TUILERIES,031,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.36272297986224,3.427037439012864,Personnes âgées,34031
340008184,340008192,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340008184,EHPAD LES JARDINS DU CANALET,EHPAD RESIDENCE COMMUNALE LES JARDINS DU CANALET,336,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.316452436558585,3.278435772231659,Personnes âgées,34336
340788462,340785195,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,340788462,EHPAD LES JARDINS DU RIVERAL,EHPAD LES JARDINS DU RIVERAL (EX LE MICOCOULIER),114,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.66065961291172,3.538235251923365,Personnes âgées,34114
340788462,340785195,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,340788462,EHPAD LES JARDINS DU RIVERAL,EHPAD LES JARDINS DU RIVERAL (EX LE MICOCOULIER),114,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.66065961291172,3.538235251923365,Personnes âgées,34114
340788462,340785195,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,340788462,EHPAD LES JARDINS DU RIVERAL,EHPAD LES JARDINS DU RIVERAL (EX LE MICOCOULIER),114,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.66065961291172,3.538235251923365,Personnes âgées,34114
340788462,340785195,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,340788462,EHPAD LES JARDINS DU RIVERAL,EHPAD LES JARDINS DU RIVERAL (EX LE MICOCOULIER),114,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.66065961291172,3.538235251923365,Personnes âgées,34114
340788462,340785195,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340788462,EHPAD LES JARDINS DU RIVERAL,EHPAD LES JARDINS DU RIVERAL (EX LE MICOCOULIER),114,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.66065961291172,3.538235251923365,Personnes âgées,34114
340009059,340014356,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340009059,EHPAD LES LAVANDES,EHPAD LES LAVANDES,101,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.38683202295007,3.4675786896974716,Personnes âgées,34101
340019611,340019629,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340019611,EHPAD LES MAISONNEES LAVALETTE,EHPAD LES MAISONNEES LAVALETTE,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.638326881016496,3.869146522959882,Personnes âgées,34172
340798859,340783927,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,340798859,EHPAD LES MISSIONS AFRICAINES,EHPAD LES MISSIONS AFRICAINES,169,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.68057575124566,3.871871618762532,Personnes âgées,34169
340798859,340783927,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,340798859,EHPAD LES MISSIONS AFRICAINES,EHPAD LES MISSIONS AFRICAINES,169,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.68057575124566,3.871871618762532,Personnes âgées,34169
920030152,340787886,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,920030152,EHPAD LES MONTS D'AURELLE,EHPAD LES MONTS D'AURELLE,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.638555768893504,3.8338322587511047,Personnes âgées,34172
920030152,340787886,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,920030152,EHPAD LES MONTS D'AURELLE,EHPAD LES MONTS D'AURELLE,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.638555768893504,3.8338322587511047,Personnes âgées,34172
920030152,340787886,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,920030152,EHPAD LES MONTS D'AURELLE,EHPAD LES MONTS D'AURELLE,172,34,HERAULT,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.638555768893504,3.8338322587511047,Personnes âgées,34172
