annee,dept,libelle_classe_age,patho_niv1,Npop,Ntop,prev_calculee
2020,46,de 60 à 64 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,26060,680.0,2.61
2020,46,de 60 à 64 ans,Cancers,325750,6230.0,1.91
2020,46,de 60 à 64 ans,Diabète,26060,2470.0,9.48
2020,46,de 60 à 64 ans,Hospitalisation pour Covid-19,19320,30.0,0.16
2020,46,de 60 à 64 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",26060,4280.0,16.42
2020,46,de 60 à 64 ans,Insuffisance rénale chronique terminale,51670,80.0,0.15
2020,46,de 60 à 64 ans,Maladies cardioneurovasculaires,351360,8680.0,2.47
2020,46,de 60 à 64 ans,Maladies du foie ou du pancréas (hors mucoviscidose),26060,440.0,1.69
2020,46,de 60 à 64 ans,Maladies inflammatoires ou rares ou infection VIH,227800,2450.0,1.08
2020,46,de 60 à 64 ans,Maladies neurologiques,169390,1260.0,0.74
2020,46,de 60 à 64 ans,Maladies psychiatriques,156360,3680.0,2.35
2020,46,de 60 à 64 ans,Maladies respiratoires chroniques (hors mucoviscidose),26060,1670.0,6.41
2020,46,de 60 à 64 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",26060,300.0,1.15
2020,46,de 60 à 64 ans,Traitements du risque vasculaire (hors pathologies),78180,13730.0,17.56
2020,46,de 60 à 64 ans,Traitements psychotropes (hors pathologies),130300,7640.0,5.86
2020,46,de 65 à 69 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,26560,880.0,3.31
2020,46,de 65 à 69 ans,Cancers,345280,9210.0,2.67
2020,46,de 65 à 69 ans,Diabète,26560,3340.0,12.58
2020,46,de 65 à 69 ans,Hospitalisation pour Covid-19,13280,20.0,0.15
2020,46,de 65 à 69 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",26560,5170.0,19.47
2020,46,de 65 à 69 ans,Insuffisance rénale chronique terminale,59340,110.0,0.19
2020,46,de 65 à 69 ans,Maladies cardioneurovasculaires,371560,12460.0,3.35
2020,46,de 65 à 69 ans,Maladies du foie ou du pancréas (hors mucoviscidose),26560,450.0,1.69
2020,46,de 65 à 69 ans,Maladies inflammatoires ou rares ou infection VIH,245540,2440.0,0.99
2020,46,de 65 à 69 ans,Maladies neurologiques,185920,1630.0,0.88
2020,46,de 65 à 69 ans,Maladies psychiatriques,159360,3020.0,1.9
2020,46,de 65 à 69 ans,Maladies respiratoires chroniques (hors mucoviscidose),26560,2000.0,7.53
2020,46,de 65 à 69 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",26560,260.0,0.98
2020,46,de 65 à 69 ans,Traitements du risque vasculaire (hors pathologies),79680,17160.0,21.54
2020,46,de 65 à 69 ans,Traitements psychotropes (hors pathologies),132800,8730.0,6.57
2020,46,de 70 à 74 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,26090,1010.0,3.87
2020,46,de 70 à 74 ans,Cancers,332550,12070.0,3.63
2020,46,de 70 à 74 ans,Diabète,26090,4100.0,15.71
2020,46,de 70 à 74 ans,Hospitalisation pour Covid-19,19440,30.0,0.15
2020,46,de 70 à 74 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",26090,5740.0,22.0
2020,46,de 70 à 74 ans,Insuffisance rénale chronique terminale,58570,170.0,0.29
2020,46,de 70 à 74 ans,Maladies cardioneurovasculaires,384950,16700.0,4.34
2020,46,de 70 à 74 ans,Maladies du foie ou du pancréas (hors mucoviscidose),26090,440.0,1.69
2020,46,de 70 à 74 ans,Maladies inflammatoires ou rares ou infection VIH,221760,2550.0,1.15
2020,46,de 70 à 74 ans,Maladies neurologiques,182620,2270.0,1.24
2020,46,de 70 à 74 ans,Maladies psychiatriques,143490,2660.0,1.85
2020,46,de 70 à 74 ans,Maladies respiratoires chroniques (hors mucoviscidose),26090,2160.0,8.28
2020,46,de 70 à 74 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",26090,220.0,0.84
2020,46,de 70 à 74 ans,Traitements du risque vasculaire (hors pathologies),78270,21020.0,26.86
2020,46,de 70 à 74 ans,Traitements psychotropes (hors pathologies),130450,10060.0,7.71
2020,46,de 75 à 79 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,16160,800.0,4.95
2020,46,de 75 à 79 ans,Cancers,205740,8950.0,4.35
2020,46,de 75 à 79 ans,Diabète,16160,2970.0,18.38
2020,46,de 75 à 79 ans,Hospitalisation pour Covid-19,8080,20.0,0.25
2020,46,de 75 à 79 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",16160,4190.0,25.93
2020,46,de 75 à 79 ans,Insuffisance rénale chronique terminale,24240,80.0,0.33
2020,46,de 75 à 79 ans,Maladies cardioneurovasculaires,234320,14660.0,6.26
2020,46,de 75 à 79 ans,Maladies du foie ou du pancréas (hors mucoviscidose),16160,280.0,1.73
2020,46,de 75 à 79 ans,Maladies inflammatoires ou rares ou infection VIH,124940,1780.0,1.42
2020,46,de 75 à 79 ans,Maladies neurologiques,96960,2240.0,2.31
2020,46,de 75 à 79 ans,Maladies psychiatriques,80800,1850.0,2.29
2020,46,de 75 à 79 ans,Maladies respiratoires chroniques (hors mucoviscidose),16160,1700.0,10.52
2020,46,de 75 à 79 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",16160,160.0,0.99
2020,46,de 75 à 79 ans,Traitements du risque vasculaire (hors pathologies),48480,14030.0,28.94
2020,46,de 75 à 79 ans,Traitements psychotropes (hors pathologies),80800,7950.0,9.84
2020,46,de 80 à 84 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,13970,890.0,6.37
2020,46,de 80 à 84 ans,Cancers,166850,8370.0,5.02
2020,46,de 80 à 84 ans,Diabète,13970,2640.0,18.9
2020,46,de 80 à 84 ans,Hospitalisation pour Covid-19,10880,30.0,0.28
2020,46,de 80 à 84 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",13970,3580.0,25.63
2020,46,de 80 à 84 ans,Insuffisance rénale chronique terminale,24040,100.0,0.42
2020,46,de 80 à 84 ans,Maladies cardioneurovasculaires,202560,16860.0,8.32
2020,46,de 80 à 84 ans,Maladies du foie ou du pancréas (hors mucoviscidose),13970,220.0,1.57
2020,46,de 80 à 84 ans,Maladies inflammatoires ou rares ou infection VIH,103960,1630.0,1.57
2020,46,de 80 à 84 ans,Maladies neurologiques,76830,3590.0,4.67
2020,46,de 80 à 84 ans,Maladies psychiatriques,69850,2080.0,2.98
2020,46,de 80 à 84 ans,Maladies respiratoires chroniques (hors mucoviscidose),13970,1590.0,11.38
2020,46,de 80 à 84 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",13970,110.0,0.79
2020,46,de 80 à 84 ans,Traitements du risque vasculaire (hors pathologies),41910,12420.0,29.63
2020,46,de 80 à 84 ans,Traitements psychotropes (hors pathologies),69850,8570.0,12.27
2020,46,de 85 à 89 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,11080,820.0,7.4
2020,46,de 85 à 89 ans,Cancers,129540,7020.0,5.42
2020,46,de 85 à 89 ans,Diabète,11080,2150.0,19.4
2020,46,de 85 à 89 ans,Hospitalisation pour Covid-19,11080,80.0,0.72
2020,46,de 85 à 89 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",11080,3090.0,27.89
2020,46,de 85 à 89 ans,Insuffisance rénale chronique terminale,22160,120.0,0.54
2020,46,de 85 à 89 ans,Maladies cardioneurovasculaires,160660,17280.0,10.76
2020,46,de 85 à 89 ans,Maladies du foie ou du pancréas (hors mucoviscidose),11080,170.0,1.53
2020,46,de 85 à 89 ans,Maladies inflammatoires ou rares ou infection VIH,72020,1170.0,1.62
2020,46,de 85 à 89 ans,Maladies neurologiques,55400,4630.0,8.36
2020,46,de 85 à 89 ans,Maladies psychiatriques,49860,2090.0,4.19
2020,46,de 85 à 89 ans,Maladies respiratoires chroniques (hors mucoviscidose),11080,1300.0,11.73
2020,46,de 85 à 89 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",5540,20.0,0.36
2020,46,de 85 à 89 ans,Traitements du risque vasculaire (hors pathologies),33240,9180.0,27.62
2020,46,de 85 à 89 ans,Traitements psychotropes (hors pathologies),55400,8300.0,14.98
2020,46,de 90 à 94 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,6460,580.0,8.98
2020,46,de 90 à 94 ans,Cancers,64600,3610.0,5.59
2020,46,de 90 à 94 ans,Diabète,6460,1020.0,15.79
2020,46,de 90 à 94 ans,Hospitalisation pour Covid-19,6460,50.0,0.77
2020,46,de 90 à 94 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",6460,1780.0,27.55
2020,46,de 90 à 94 ans,Maladies cardioneurovasculaires,89360,12330.0,13.8
2020,46,de 90 à 94 ans,Maladies du foie ou du pancréas (hors mucoviscidose),6460,70.0,1.08
2020,46,de 90 à 94 ans,Maladies inflammatoires ou rares ou infection VIH,26910,500.0,1.86
2020,46,de 90 à 94 ans,Maladies neurologiques,29070,3300.0,11.35
2020,46,de 90 à 94 ans,Maladies psychiatriques,24760,1230.0,4.97
2020,46,de 90 à 94 ans,Maladies respiratoires chroniques (hors mucoviscidose),6460,800.0,12.38
2020,46,de 90 à 94 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",3230,20.0,0.62
2020,46,de 90 à 94 ans,Traitements du risque vasculaire (hors pathologies),19380,4610.0,23.79
2020,46,de 90 à 94 ans,Traitements psychotropes (hors pathologies),32300,5420.0,16.78
2020,46,plus de 95 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,2490,290.0,11.65
2020,46,plus de 95 ans,Cancers,19900,1230.0,6.18
2020,46,plus de 95 ans,Diabète,2490,300.0,12.05
2020,46,plus de 95 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",2490,690.0,27.71
2020,46,plus de 95 ans,Maladies cardioneurovasculaires,33330,4850.0,14.55
2020,46,plus de 95 ans,Maladies du foie ou du pancréas (hors mucoviscidose),1250,10.0,0.8
2020,46,plus de 95 ans,Maladies inflammatoires ou rares ou infection VIH,7850,140.0,1.78
2020,46,plus de 95 ans,Maladies neurologiques,9670,1480.0,15.31
2020,46,plus de 95 ans,Maladies psychiatriques,6230,360.0,5.78
2020,46,plus de 95 ans,Maladies respiratoires chroniques (hors mucoviscidose),2490,280.0,11.24
2020,46,plus de 95 ans,Traitements du risque vasculaire (hors pathologies),7180,1510.0,21.03
2020,46,plus de 95 ans,Traitements psychotropes (hors pathologies),12450,2330.0,18.71
2020,46,tous âges,Affections de longue durée (dont 31 et 32) pour d'autres causes,332410,8620.0,2.59
2020,46,tous âges,Cancers,4321300,68390.0,1.58
2020,46,tous âges,Diabète,332410,22610.0,6.8
2020,46,tous âges,Hospitalisation pour Covid-19,332410,400.0,0.12
2020,46,tous âges,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",332410,49920.0,15.02
2020,46,tous âges,Insuffisance rénale chronique terminale,997230,1100.0,0.11
2020,46,tous âges,Maladies cardioneurovasculaires,4986150,116240.0,2.33
2020,46,tous âges,Maladies du foie ou du pancréas (hors mucoviscidose),332410,3280.0,0.99
2020,46,tous âges,Maladies inflammatoires ou rares ou infection VIH,3569560,21850.0,0.61
2020,46,tous âges,Maladies neurologiques,2659280,26400.0,0.99
2020,46,tous âges,Maladies psychiatriques,2326870,35720.0,1.54
2020,46,tous âges,Maladies respiratoires chroniques (hors mucoviscidose),332410,18180.0,5.47
2020,46,tous âges,Maternité (avec ou sans pathologies),173900,4460.0,2.56
2020,46,tous âges,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",332410,2960.0,0.89
2020,46,tous âges,Traitements du risque vasculaire (hors pathologies),997230,116130.0,11.65
2020,46,tous âges,Traitements psychotropes (hors pathologies),1662050,83420.0,5.02
2020,48,de 0 à 4 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,5660,40.0,0.71
2020,48,de 0 à 4 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",5660,1320.0,23.32
2020,48,de 0 à 4 ans,Maladies cardioneurovasculaires,2830,10.0,0.35
2020,48,de 0 à 4 ans,Maladies respiratoires chroniques (hors mucoviscidose),5660,300.0,5.3
2020,48,de 0 à 4 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",5660,220.0,3.89
2020,48,de 10 à 14 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,7860,110.0,1.4
2020,48,de 10 à 14 ans,Diabète,3930,10.0,0.25
2020,48,de 10 à 14 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",7860,330.0,4.2
2020,48,de 10 à 14 ans,Maladies cardioneurovasculaires,3930,10.0,0.25
2020,48,de 10 à 14 ans,Maladies inflammatoires ou rares ou infection VIH,3930,20.0,0.51
2020,48,de 10 à 14 ans,Maladies neurologiques,9840,40.0,0.41
2020,48,de 10 à 14 ans,Maladies psychiatriques,19650,410.0,2.09
2020,48,de 10 à 14 ans,Maladies respiratoires chroniques (hors mucoviscidose),7860,200.0,2.54
2020,48,de 10 à 14 ans,Traitements psychotropes (hors pathologies),3930,10.0,0.25
2020,48,de 15 à 19 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,7820,100.0,1.28
2020,48,de 15 à 19 ans,Diabète,5770,30.0,0.52
2020,48,de 15 à 19 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",7820,720.0,9.21
2020,48,de 15 à 19 ans,Maladies cardioneurovasculaires,5960,30.0,0.5
2020,48,de 15 à 19 ans,Maladies du foie ou du pancréas (hors mucoviscidose),3910,10.0,0.26
2020,48,de 15 à 19 ans,Maladies inflammatoires ou rares ou infection VIH,15640,70.0,0.45
2020,48,de 15 à 19 ans,Maladies neurologiques,11730,80.0,0.68
2020,48,de 15 à 19 ans,Maladies psychiatriques,41150,510.0,1.24
2020,48,de 15 à 19 ans,Maladies respiratoires chroniques (hors mucoviscidose),7820,140.0,1.79
2020,48,de 15 à 19 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",3910,10.0,0.26
2020,48,de 15 à 19 ans,Traitements psychotropes (hors pathologies),17500,100.0,0.57
2020,48,de 20 à 24 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,5130,70.0,1.36
2020,48,de 20 à 24 ans,Cancers,6860,30.0,0.44
2020,48,de 20 à 24 ans,Diabète,5130,30.0,0.58
2020,48,de 20 à 24 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",6860,560.0,8.16
2020,48,de 20 à 24 ans,Maladies cardioneurovasculaires,6860,40.0,0.58
2020,48,de 20 à 24 ans,Maladies inflammatoires ou rares ou infection VIH,13750,90.0,0.65
2020,48,de 20 à 24 ans,Maladies neurologiques,17150,190.0,1.11
2020,48,de 20 à 24 ans,Maladies psychiatriques,41100,560.0,1.36
2020,48,de 20 à 24 ans,Maladies respiratoires chroniques (hors mucoviscidose),6860,100.0,1.46
2020,48,de 20 à 24 ans,Maternité (avec ou sans pathologies),3460,160.0,4.62
2020,48,de 20 à 24 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",3430,10.0,0.29
2020,48,de 20 à 24 ans,Traitements du risque vasculaire (hors pathologies),6860,40.0,0.58
2020,48,de 20 à 24 ans,Traitements psychotropes (hors pathologies),27440,320.0,1.17
2020,48,de 25 à 29 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,6180,70.0,1.13
2020,48,de 25 à 29 ans,Cancers,9300,60.0,0.65
2020,48,de 25 à 29 ans,Diabète,4620,40.0,0.87
2020,48,de 25 à 29 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",6180,430.0,6.96
2020,48,de 25 à 29 ans,Maladies cardioneurovasculaires,4620,50.0,1.08
2020,48,de 25 à 29 ans,Maladies du foie ou du pancréas (hors mucoviscidose),3090,10.0,0.32
2020,48,de 25 à 29 ans,Maladies inflammatoires ou rares ou infection VIH,15420,150.0,0.97
2020,48,de 25 à 29 ans,Maladies neurologiques,16980,190.0,1.12
2020,48,de 25 à 29 ans,Maladies psychiatriques,37050,660.0,1.78
2020,48,de 25 à 29 ans,Maladies respiratoires chroniques (hors mucoviscidose),6180,110.0,1.78
2020,48,de 25 à 29 ans,Maternité (avec ou sans pathologies),3120,600.0,19.23
2020,48,de 25 à 29 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",4650,40.0,0.86
2020,48,de 25 à 29 ans,Traitements du risque vasculaire (hors pathologies),12360,90.0,0.73
2020,48,de 25 à 29 ans,Traitements psychotropes (hors pathologies),21630,410.0,1.9
2020,48,de 30 à 34 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,6940,80.0,1.15
2020,48,de 30 à 34 ans,Cancers,19170,130.0,0.68
2020,48,de 30 à 34 ans,Diabète,6940,40.0,0.58
2020,48,de 30 à 34 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",6940,620.0,8.93
2020,48,de 30 à 34 ans,Maladies cardioneurovasculaires,6940,40.0,0.58
2020,48,de 30 à 34 ans,Maladies du foie ou du pancréas (hors mucoviscidose),3470,10.0,0.29
2020,48,de 30 à 34 ans,Maladies inflammatoires ou rares ou infection VIH,25940,230.0,0.89
2020,48,de 30 à 34 ans,Maladies neurologiques,15700,120.0,0.76
2020,48,de 30 à 34 ans,Maladies psychiatriques,45110,710.0,1.57
2020,48,de 30 à 34 ans,Maladies respiratoires chroniques (hors mucoviscidose),6940,150.0,2.16
2020,48,de 30 à 34 ans,Maternité (avec ou sans pathologies),3640,700.0,19.23
2020,48,de 30 à 34 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",5290,50.0,0.95
2020,48,de 30 à 34 ans,Traitements du risque vasculaire (hors pathologies),13880,170.0,1.22
2020,48,de 30 à 34 ans,Traitements psychotropes (hors pathologies),24290,450.0,1.85
2020,48,de 35 à 39 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,7820,140.0,1.79
2020,48,de 35 à 39 ans,Cancers,27370,250.0,0.91
2020,48,de 35 à 39 ans,Diabète,7820,80.0,1.02
2020,48,de 35 à 39 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",7820,700.0,8.95
2020,48,de 35 à 39 ans,Maladies cardioneurovasculaires,11730,90.0,0.77
2020,48,de 35 à 39 ans,Maladies du foie ou du pancréas (hors mucoviscidose),5790,30.0,0.52
2020,48,de 35 à 39 ans,Maladies inflammatoires ou rares ou infection VIH,35340,380.0,1.08
2020,48,de 35 à 39 ans,Maladies neurologiques,25340,220.0,0.87
2020,48,de 35 à 39 ans,Maladies psychiatriques,45040,1040.0,2.31
2020,48,de 35 à 39 ans,Maladies respiratoires chroniques (hors mucoviscidose),7820,180.0,2.3
2020,48,de 35 à 39 ans,Maternité (avec ou sans pathologies),4060,440.0,10.84
2020,48,de 35 à 39 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",7820,80.0,1.02
2020,48,de 35 à 39 ans,Traitements du risque vasculaire (hors pathologies),21430,360.0,1.68
2020,48,de 35 à 39 ans,Traitements psychotropes (hors pathologies),35190,970.0,2.76
2020,48,de 40 à 44 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,7820,120.0,1.53
2020,48,de 40 à 44 ans,Cancers,33430,390.0,1.17
2020,48,de 40 à 44 ans,Diabète,7820,90.0,1.15
2020,48,de 40 à 44 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",7820,730.0,9.34
2020,48,de 40 à 44 ans,Maladies cardioneurovasculaires,23330,170.0,0.73
2020,48,de 40 à 44 ans,Maladies du foie ou du pancréas (hors mucoviscidose),7820,40.0,0.51
2020,48,de 40 à 44 ans,Maladies inflammatoires ou rares ou infection VIH,52850,570.0,1.08
2020,48,de 40 à 44 ans,Maladies neurologiques,21440,300.0,1.4
2020,48,de 40 à 44 ans,Maladies psychiatriques,45030,1060.0,2.35
2020,48,de 40 à 44 ans,Maladies respiratoires chroniques (hors mucoviscidose),7820,200.0,2.56
2020,48,de 40 à 44 ans,Maternité (avec ou sans pathologies),4040,80.0,1.98
2020,48,de 40 à 44 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",7820,90.0,1.15
2020,48,de 40 à 44 ans,Traitements du risque vasculaire (hors pathologies),23460,780.0,3.32
2020,48,de 40 à 44 ans,Traitements psychotropes (hors pathologies),37080,1100.0,2.97
2020,48,de 45 à 49 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,9200,140.0,1.52
2020,48,de 45 à 49 ans,Cancers,50720,760.0,1.5
2020,48,de 45 à 49 ans,Diabète,9200,190.0,2.07
2020,48,de 45 à 49 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",9200,1000.0,10.87
2020,48,de 45 à 49 ans,Maladies cardioneurovasculaires,50560,570.0,1.13
2020,48,de 45 à 49 ans,Maladies du foie ou du pancréas (hors mucoviscidose),9200,80.0,0.87
2020,48,de 45 à 49 ans,Maladies inflammatoires ou rares ou infection VIH,57480,530.0,0.92
2020,48,de 45 à 49 ans,Maladies neurologiques,32200,400.0,1.24
2020,48,de 45 à 49 ans,Maladies psychiatriques,55200,1520.0,2.75
2020,48,de 45 à 49 ans,Maladies respiratoires chroniques (hors mucoviscidose),9200,300.0,3.26
2020,48,de 45 à 49 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",9200,100.0,1.09
2020,48,de 45 à 49 ans,Traitements du risque vasculaire (hors pathologies),27600,1430.0,5.18
2020,48,de 45 à 49 ans,Traitements psychotropes (hors pathologies),43680,1610.0,3.69
2020,48,de 5 à 9 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,5030,30.0,0.6
2020,48,de 5 à 9 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",6720,320.0,4.76
2020,48,de 5 à 9 ans,Maladies neurologiques,10060,60.0,0.6
2020,48,de 5 à 9 ans,Maladies psychiatriques,13440,260.0,1.93
2020,48,de 5 à 9 ans,Maladies respiratoires chroniques (hors mucoviscidose),6720,240.0,3.57
2020,48,de 50 à 54 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,9750,230.0,2.36
2020,48,de 50 à 54 ans,Cancers,70440,1340.0,1.9
2020,48,de 50 à 54 ans,Diabète,9750,410.0,4.21
2020,48,de 50 à 54 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",9750,1180.0,12.1
2020,48,de 50 à 54 ans,Maladies cardioneurovasculaires,90310,1250.0,1.38
2020,48,de 50 à 54 ans,Maladies du foie ou du pancréas (hors mucoviscidose),9750,100.0,1.03
2020,48,de 50 à 54 ans,Maladies inflammatoires ou rares ou infection VIH,70730,850.0,1.2
2020,48,de 50 à 54 ans,Maladies neurologiques,46360,500.0,1.08
2020,48,de 50 à 54 ans,Maladies psychiatriques,63380,1840.0,2.9
2020,48,de 50 à 54 ans,Maladies respiratoires chroniques (hors mucoviscidose),9750,440.0,4.51
2020,48,de 50 à 54 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",9750,120.0,1.23
2020,48,de 50 à 54 ans,Traitements du risque vasculaire (hors pathologies),29250,2760.0,9.44
2020,48,de 50 à 54 ans,Traitements psychotropes (hors pathologies),46350,2340.0,5.05
2020,48,de 55 à 59 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,10040,260.0,2.59
2020,48,de 55 à 59 ans,Cancers,87810,1810.0,2.06
2020,48,de 55 à 59 ans,Diabète,10040,660.0,6.57
2020,48,de 55 à 59 ans,Hospitalisation pour Covid-19,5020,20.0,0.4
2020,48,de 55 à 59 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",10040,1520.0,15.14
2020,48,de 55 à 59 ans,Maladies cardioneurovasculaires,113070,2110.0,1.87
2020,48,de 55 à 59 ans,Maladies du foie ou du pancréas (hors mucoviscidose),10040,180.0,1.79
2020,48,de 55 à 59 ans,Maladies inflammatoires ou rares ou infection VIH,77850,1010.0,1.3
2020,48,de 55 à 59 ans,Maladies neurologiques,45180,500.0,1.11
2020,48,de 55 à 59 ans,Maladies psychiatriques,57770,2090.0,3.62
2020,48,de 55 à 59 ans,Maladies respiratoires chroniques (hors mucoviscidose),10040,490.0,4.88
2020,48,de 55 à 59 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",10040,160.0,1.59
2020,48,de 55 à 59 ans,Traitements du risque vasculaire (hors pathologies),30120,3880.0,12.88
2020,48,de 55 à 59 ans,Traitements psychotropes (hors pathologies),50200,2750.0,5.48
2020,48,de 60 à 64 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,10100,360.0,3.56
2020,48,de 60 à 64 ans,Cancers,113600,2690.0,2.37
2020,48,de 60 à 64 ans,Diabète,10100,970.0,9.6
2020,48,de 60 à 64 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",10100,1630.0,16.14
2020,48,de 60 à 64 ans,Insuffisance rénale chronique terminale,5050,10.0,0.2
2020,48,de 60 à 64 ans,Maladies cardioneurovasculaires,121250,3560.0,2.94
2020,48,de 60 à 64 ans,Maladies du foie ou du pancréas (hors mucoviscidose),10100,160.0,1.58
2020,48,de 60 à 64 ans,Maladies inflammatoires ou rares ou infection VIH,85850,1230.0,1.43
2020,48,de 60 à 64 ans,Maladies neurologiques,53000,670.0,1.26
2020,48,de 60 à 64 ans,Maladies psychiatriques,60600,2100.0,3.47
2020,48,de 60 à 64 ans,Maladies respiratoires chroniques (hors mucoviscidose),10100,690.0,6.83
2020,48,de 60 à 64 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",10100,100.0,0.99
2020,48,de 60 à 64 ans,Traitements du risque vasculaire (hors pathologies),30300,5680.0,18.75
2020,48,de 60 à 64 ans,Traitements psychotropes (hors pathologies),48000,2800.0,5.83
2020,48,de 65 à 69 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,10030,440.0,4.39
2020,48,de 65 à 69 ans,Cancers,113040,3350.0,2.96
2020,48,de 65 à 69 ans,Diabète,10030,1250.0,12.46
2020,48,de 65 à 69 ans,Hospitalisation pour Covid-19,7580,50.0,0.66
2020,48,de 65 à 69 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",10030,1780.0,17.75
2020,48,de 65 à 69 ans,Maladies cardioneurovasculaires,125490,4950.0,3.94
2020,48,de 65 à 69 ans,Maladies du foie ou du pancréas (hors mucoviscidose),10030,150.0,1.5
2020,48,de 65 à 69 ans,Maladies inflammatoires ou rares ou infection VIH,80240,1140.0,1.42
2020,48,de 65 à 69 ans,Maladies neurologiques,60170,800.0,1.33
2020,48,de 65 à 69 ans,Maladies psychiatriques,60180,1920.0,3.19
2020,48,de 65 à 69 ans,Maladies respiratoires chroniques (hors mucoviscidose),10030,820.0,8.18
